"","Roger Federer","Pete Sampras","Ivan Lendl","Jimmy Connors","Novak Djokovic","John McEnroe","Rafael Nadal","Bjorn Borg","Andre Agassi","Lleyton Hewitt","Stefan Edberg","Jim Courier","Gustavo Kuerten","Andy Murray","Ilie Nastase","Mats Wilander","Andy Roddick","Boris Becker","Marat Safin","Juan Carlos Ferrero","John Newcombe","Yevgeny Kafelnikov","Thomas Muster","Marcelo Rios","Carlos Moya","Patrick Rafter"
"08/13/1990",NA,12,2,72,NA,18,NA,NA,4,NA,1,17,NA,NA,NA,40,NA,3,NA,NA,NA,NA,7,NA,NA,NA
"08/20/1990",NA,12,3,75,NA,21,NA,NA,4,NA,1,14,NA,NA,NA,58,NA,2,NA,NA,NA,NA,6,NA,NA,NA
"08/27/1990",NA,12,3,79,NA,20,NA,NA,4,NA,1,16,NA,NA,NA,59,NA,2,NA,NA,NA,NA,6,NA,NA,NA
"09/03/1990",NA,12,3,79,NA,20,NA,NA,4,NA,1,16,NA,NA,NA,59,NA,2,NA,NA,NA,NA,6,NA,NA,NA
"09/10/1990",NA,6,3,119,NA,11,NA,NA,4,NA,1,17,NA,NA,NA,67,NA,2,NA,NA,NA,NA,7,NA,NA,NA
"09/17/1990",NA,6,3,121,NA,12,NA,NA,4,NA,1,18,NA,NA,NA,67,NA,2,NA,NA,NA,NA,7,NA,NA,709
"09/24/1990",NA,6,3,121,NA,11,NA,NA,4,NA,1,18,NA,NA,NA,67,NA,2,NA,NA,NA,NA,7,NA,NA,712
"10/01/1990",NA,6,3,125,NA,9,NA,NA,4,NA,1,19,NA,NA,NA,68,NA,2,NA,NA,NA,NA,7,NA,NA,707
"10/08/1990",NA,5,3,148,NA,9,NA,NA,4,NA,1,21,NA,NA,NA,68,NA,2,NA,NA,NA,NA,7,NA,NA,719
"10/15/1990",NA,5,3,283,NA,10,NA,NA,4,NA,1,21,NA,NA,NA,70,NA,2,NA,NA,NA,NA,7,NA,NA,727
"10/22/1990",NA,5,3,849,NA,9,NA,NA,4,NA,1,21,NA,NA,NA,43,NA,2,NA,NA,NA,NA,7,NA,NA,724
"10/29/1990",NA,5,3,849,NA,11,NA,NA,4,NA,1,23,NA,NA,NA,40,NA,2,NA,NA,NA,NA,7,NA,NA,722
"11/05/1990",NA,5,3,851,NA,13,NA,NA,4,NA,1,22,NA,NA,NA,40,NA,2,NA,NA,NA,NA,7,NA,NA,731
"11/12/1990",NA,5,3,939,NA,13,NA,NA,4,NA,1,25,NA,NA,NA,42,NA,2,NA,NA,NA,NA,7,NA,NA,747
"11/19/1990",NA,5,3,935,NA,13,NA,NA,4,NA,1,25,NA,NA,NA,41,NA,2,NA,NA,NA,NA,7,NA,NA,743
"11/26/1990",NA,5,3,934,NA,13,NA,NA,4,NA,1,25,NA,NA,NA,41,NA,2,NA,NA,NA,NA,7,NA,NA,744
"12/03/1990",NA,5,3,939,NA,13,NA,NA,4,NA,1,25,NA,NA,NA,41,NA,2,NA,NA,NA,NA,7,NA,NA,744
"12/10/1990",NA,5,3,933,NA,13,NA,NA,4,NA,1,25,NA,NA,NA,41,NA,2,NA,NA,NA,NA,7,NA,NA,746
"12/17/1990",NA,5,3,933,NA,13,NA,NA,4,NA,1,25,NA,NA,NA,41,NA,2,NA,NA,NA,NA,7,NA,NA,746
"12/24/1990",NA,5,3,936,NA,13,NA,NA,4,NA,1,25,NA,NA,NA,41,NA,2,NA,NA,NA,NA,7,NA,NA,751
"12/31/1990",NA,5,3,936,NA,13,NA,NA,4,NA,1,25,NA,NA,NA,41,NA,2,NA,NA,NA,NA,7,NA,NA,751
"01/07/1991",NA,5,3,936,NA,13,NA,NA,4,NA,1,23,NA,NA,NA,43,NA,2,NA,NA,NA,NA,7,NA,NA,751
"01/14/1991",NA,5,3,936,NA,14,NA,NA,4,NA,1,23,NA,NA,NA,47,NA,2,NA,NA,NA,NA,7,NA,NA,751
"01/21/1991",NA,5,3,936,NA,14,NA,NA,4,NA,1,23,NA,NA,NA,47,NA,2,NA,NA,NA,NA,7,NA,NA,751
"01/28/1991",NA,5,3,937,NA,15,NA,NA,4,NA,2,21,NA,NA,NA,81,NA,1,NA,NA,NA,NA,8,NA,NA,749
"02/04/1991",NA,5,3,937,NA,15,NA,NA,4,NA,2,21,NA,NA,NA,81,NA,1,NA,NA,NA,NA,8,NA,NA,749
"02/11/1991",NA,5,3,987,NA,17,NA,NA,4,NA,2,22,NA,NA,NA,80,NA,1,NA,NA,NA,NA,9,NA,NA,758
"02/18/1991",NA,5,3,990,NA,19,NA,NA,4,NA,1,23,NA,NA,NA,70,NA,2,NA,NA,NA,NA,9,NA,NA,762
"02/25/1991",NA,6,3,990,NA,19,NA,NA,4,NA,1,25,NA,NA,NA,59,NA,2,NA,NA,NA,NA,9,NA,NA,762
"03/04/1991",NA,6,3,952,NA,16,NA,NA,4,NA,1,26,NA,NA,NA,60,NA,2,NA,NA,NA,NA,9,NA,NA,760
"03/11/1991",NA,6,3,961,NA,16,NA,NA,4,NA,1,18,NA,NA,NA,59,NA,2,NA,NA,NA,NA,14,NA,NA,522
"03/18/1991",NA,6,3,961,NA,16,NA,NA,4,NA,1,18,NA,NA,NA,59,NA,2,NA,NA,NA,NA,14,NA,NA,522
"03/25/1991",NA,6,3,589,NA,17,NA,NA,5,NA,1,9,NA,NA,NA,61,NA,2,NA,NA,NA,NA,15,NA,NA,526
"04/01/1991",NA,6,3,590,NA,17,NA,NA,5,NA,1,9,NA,NA,NA,61,NA,2,NA,NA,NA,NA,15,NA,NA,526
"04/08/1991",NA,6,3,577,NA,17,NA,NA,5,NA,1,8,NA,NA,NA,64,NA,2,NA,NA,NA,NA,16,NA,NA,525
"04/15/1991",NA,6,3,309,NA,13,NA,NA,5,NA,1,7,NA,NA,NA,64,NA,2,NA,NA,NA,NA,17,NA,NA,517
"04/22/1991",NA,6,3,310,NA,13,NA,NA,4,NA,1,7,NA,NA,NA,64,NA,2,NA,NA,NA,NA,16,NA,NA,515
"04/29/1991",NA,6,3,318,NA,12,NA,1018,4,NA,1,9,NA,NA,NA,58,NA,2,NA,NA,NA,NA,26,NA,NA,520
"05/06/1991",NA,6,3,321,NA,12,NA,1021,4,NA,1,9,NA,NA,NA,56,NA,2,NA,NA,NA,NA,33,NA,NA,521
"05/13/1991",NA,6,3,328,NA,14,NA,1036,4,NA,1,9,NA,NA,NA,58,NA,2,NA,NA,NA,NA,34,NA,NA,532
"05/20/1991",NA,6,3,322,NA,15,NA,1033,4,NA,1,9,NA,NA,NA,60,NA,2,NA,NA,NA,NA,64,NA,NA,530
"05/27/1991",NA,6,3,324,NA,15,NA,1043,4,NA,1,9,NA,NA,NA,59,NA,2,NA,NA,NA,NA,57,NA,NA,538
"06/03/1991",NA,6,3,324,NA,15,NA,1043,4,NA,1,9,NA,NA,NA,59,NA,2,NA,NA,NA,NA,57,NA,NA,538
"06/10/1991",NA,8,3,218,NA,14,NA,1052,5,NA,1,4,NA,NA,NA,58,NA,2,NA,NA,NA,NA,116,NA,NA,534
"06/17/1991",NA,9,3,220,NA,17,NA,1073,5,NA,1,4,NA,NA,NA,57,NA,2,NA,NA,NA,NA,83,NA,NA,548
"06/24/1991",NA,9,3,221,NA,17,NA,1073,5,NA,1,4,NA,NA,NA,59,NA,2,NA,NA,NA,NA,72,NA,NA,547
"07/01/1991",NA,9,3,221,NA,17,NA,1073,5,NA,1,4,NA,NA,NA,59,NA,2,NA,NA,NA,NA,72,NA,NA,547
"07/08/1991",NA,9,3,192,NA,17,NA,1088,6,NA,2,5,NA,NA,NA,56,NA,1,NA,NA,NA,NA,69,NA,NA,552
"07/15/1991",NA,9,3,190,NA,18,NA,1091,6,NA,2,5,NA,NA,NA,58,NA,1,NA,NA,NA,NA,66,NA,NA,554
"07/22/1991",NA,9,4,193,NA,16,NA,1091,6,NA,2,5,NA,NA,NA,61,NA,1,NA,NA,NA,NA,66,NA,NA,559
"07/29/1991",NA,9,4,195,NA,15,NA,1090,6,NA,2,5,NA,NA,NA,60,NA,1,NA,NA,NA,NA,58,NA,NA,558
"08/05/1991",NA,8,4,196,NA,15,NA,1099,6,NA,2,5,NA,NA,NA,60,NA,1,NA,NA,NA,NA,59,NA,NA,562
"08/12/1991",NA,8,4,200,NA,15,NA,1093,6,NA,2,5,NA,NA,NA,62,NA,1,NA,NA,NA,NA,45,NA,NA,555
"08/19/1991",NA,6,5,195,NA,17,NA,1094,8,NA,2,4,NA,NA,NA,59,NA,1,NA,NA,NA,NA,45,NA,NA,560
"08/26/1991",NA,6,3,174,NA,17,NA,1095,7,NA,2,5,NA,NA,NA,59,NA,1,NA,NA,NA,NA,46,NA,NA,562
"09/02/1991",NA,6,3,174,NA,17,NA,1095,7,NA,2,5,NA,NA,NA,59,NA,1,NA,NA,NA,NA,46,NA,NA,562
"09/09/1991",NA,7,4,66,NA,26,NA,1103,8,NA,1,3,NA,NA,NA,58,NA,2,NA,NA,NA,NA,53,NA,NA,563
"09/16/1991",NA,7,4,68,NA,25,NA,1098,8,NA,1,3,NA,NA,NA,60,NA,2,NA,NA,NA,NA,38,NA,NA,631
"09/23/1991",NA,7,4,66,NA,25,NA,1106,8,NA,1,3,NA,NA,NA,60,NA,2,NA,NA,NA,NA,36,NA,NA,444
"09/30/1991",NA,7,4,51,NA,28,NA,1109,8,NA,1,3,NA,NA,NA,60,NA,2,NA,NA,NA,NA,32,NA,NA,405
"10/07/1991",NA,7,4,55,NA,27,NA,1108,8,NA,1,3,NA,NA,NA,61,NA,2,NA,NA,NA,NA,29,NA,NA,399
"10/14/1991",NA,7,5,53,NA,26,NA,1105,8,NA,1,3,NA,NA,NA,61,NA,2,NA,NA,NA,NA,29,NA,NA,393
"10/21/1991",NA,7,5,54,NA,25,NA,1103,8,NA,1,3,NA,NA,NA,102,NA,2,NA,NA,NA,NA,35,NA,NA,394
"10/28/1991",NA,7,5,47,NA,27,NA,1116,8,NA,1,3,NA,NA,NA,108,NA,2,NA,NA,NA,NA,35,NA,NA,391
"11/04/1991",NA,7,5,47,NA,28,NA,1113,8,NA,1,2,NA,NA,NA,105,NA,3,NA,NA,NA,NA,31,NA,NA,369
"11/11/1991",NA,7,5,48,NA,29,NA,1108,8,NA,1,2,NA,NA,NA,158,NA,3,NA,NA,NA,NA,33,NA,NA,356
"11/18/1991",NA,6,5,48,NA,29,NA,1110,10,NA,1,2,NA,NA,NA,155,NA,3,NA,NA,NA,NA,35,NA,NA,358
"11/25/1991",NA,6,5,48,NA,28,NA,1115,10,NA,1,2,NA,NA,NA,157,NA,3,NA,NA,NA,NA,35,NA,NA,294
"12/02/1991",NA,6,5,49,NA,28,NA,1124,10,NA,1,2,NA,NA,NA,158,NA,3,NA,NA,NA,NA,35,NA,NA,294
"12/09/1991",NA,6,5,49,NA,28,NA,1124,10,NA,1,2,NA,NA,NA,158,NA,3,NA,NA,NA,NA,35,NA,NA,294
"12/16/1991",NA,6,5,49,NA,28,NA,1124,10,NA,1,2,NA,NA,NA,158,NA,3,NA,NA,NA,NA,35,NA,NA,294
"12/23/1991",NA,6,5,49,NA,28,NA,1131,10,NA,1,2,NA,NA,NA,159,NA,3,NA,NA,NA,NA,35,NA,NA,293
"12/30/1991",NA,6,5,49,NA,28,NA,1131,10,NA,1,2,NA,NA,NA,159,NA,3,NA,NA,NA,NA,35,NA,NA,293
"01/06/1992",NA,6,5,50,NA,28,NA,1131,10,NA,1,2,NA,NA,NA,159,NA,3,NA,NA,NA,NA,37,NA,NA,292
"01/13/1992",NA,6,4,50,NA,28,NA,1133,11,NA,1,2,NA,NA,NA,159,NA,3,NA,NA,NA,NA,35,NA,NA,292
"01/20/1992",NA,6,4,50,NA,28,NA,1133,11,NA,1,2,NA,NA,NA,159,NA,3,NA,NA,NA,NA,35,NA,NA,292
"01/27/1992",NA,4,6,49,NA,22,NA,1125,11,NA,1,2,NA,NA,NA,232,NA,5,NA,NA,NA,NA,35,NA,NA,278
"02/03/1992",NA,4,6,49,NA,22,NA,1125,11,NA,1,2,NA,NA,NA,232,NA,5,NA,NA,NA,NA,35,NA,NA,278
"02/10/1992",NA,4,6,46,NA,23,NA,1121,14,NA,2,1,NA,NA,NA,229,NA,5,NA,NA,NA,862,35,NA,NA,275
"02/17/1992",NA,5,7,37,NA,26,NA,1118,14,NA,2,1,NA,NA,NA,272,NA,4,NA,NA,NA,858,36,NA,NA,275
"02/24/1992",NA,3,8,38,NA,30,NA,1122,13,NA,2,1,NA,NA,NA,356,NA,4,NA,NA,NA,864,37,NA,NA,272
"03/02/1992",NA,4,8,38,NA,31,NA,1123,12,NA,2,1,NA,NA,NA,364,NA,3,NA,NA,NA,868,37,NA,NA,273
"03/09/1992",NA,4,8,36,NA,34,NA,1115,14,NA,2,1,NA,NA,NA,363,NA,3,NA,NA,NA,858,38,NA,NA,305
"03/16/1992",NA,4,8,36,NA,34,NA,1115,14,NA,2,1,NA,NA,NA,363,NA,3,NA,NA,NA,858,38,NA,NA,305
"03/23/1992",NA,4,9,36,NA,31,NA,1113,14,NA,1,2,NA,NA,NA,367,NA,3,NA,NA,NA,855,37,NA,NA,307
"03/30/1992",NA,4,9,36,NA,31,NA,1113,14,NA,1,2,NA,NA,NA,367,NA,3,NA,NA,NA,855,37,NA,NA,307
"04/06/1992",NA,4,9,37,NA,33,NA,1121,16,NA,1,2,NA,NA,NA,372,NA,3,NA,NA,NA,865,38,NA,NA,305
"04/13/1992",NA,4,10,38,NA,35,NA,1123,17,NA,2,1,NA,NA,NA,377,NA,3,NA,NA,NA,865,36,NA,NA,304
"04/20/1992",NA,4,10,38,NA,36,NA,1094,16,NA,2,1,NA,NA,NA,379,NA,3,NA,NA,NA,728,37,NA,NA,299
"04/27/1992",NA,3,10,38,NA,37,NA,1090,16,NA,2,1,NA,NA,NA,455,NA,4,NA,NA,NA,726,22,NA,NA,299
"05/04/1992",NA,3,10,38,NA,36,NA,1039,11,NA,2,1,NA,NA,NA,602,NA,4,NA,NA,NA,722,24,NA,NA,268
"05/11/1992",NA,4,10,37,NA,35,NA,1026,11,NA,2,1,NA,NA,NA,596,NA,3,NA,NA,NA,711,22,NA,NA,251
"05/18/1992",NA,3,11,38,NA,36,NA,1035,12,NA,2,1,NA,NA,NA,610,NA,4,NA,NA,NA,723,21,NA,NA,258
"05/25/1992",NA,3,11,38,NA,36,NA,1034,12,NA,2,1,NA,NA,NA,610,NA,4,NA,NA,NA,716,22,NA,NA,255
"06/01/1992",NA,3,11,38,NA,36,NA,1034,12,NA,2,1,NA,NA,NA,610,NA,4,NA,NA,NA,716,22,NA,NA,255
"06/08/1992",NA,3,11,39,NA,35,NA,1028,14,NA,2,1,NA,NA,NA,1094,NA,4,NA,NA,NA,717,19,NA,NA,254
"06/15/1992",NA,3,11,39,NA,31,NA,1039,14,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,718,19,NA,NA,244
"06/22/1992",NA,3,11,38,NA,30,NA,1032,14,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,713,24,NA,NA,243
"06/29/1992",NA,3,11,38,NA,30,NA,1032,14,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,713,24,NA,NA,243
"07/06/1992",NA,3,12,39,NA,17,NA,1014,9,NA,2,1,NA,NA,NA,NA,NA,6,NA,NA,NA,705,23,NA,NA,240
"07/13/1992",NA,3,12,41,NA,17,NA,1015,9,NA,2,1,NA,NA,NA,NA,NA,6,NA,NA,NA,484,22,929,NA,230
"07/20/1992",NA,3,12,43,NA,18,NA,920,11,NA,2,1,NA,NA,NA,NA,NA,6,NA,NA,NA,479,17,924,NA,227
"07/27/1992",NA,3,12,43,NA,18,NA,933,8,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,488,19,936,NA,236
"08/03/1992",NA,3,11,42,NA,17,NA,917,8,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,479,18,920,NA,232
"08/10/1992",NA,3,11,38,NA,17,NA,873,8,NA,2,1,NA,NA,NA,NA,NA,7,NA,NA,NA,488,19,930,NA,202
"08/17/1992",NA,3,7,37,NA,17,NA,863,6,NA,2,1,NA,NA,NA,NA,NA,9,NA,NA,NA,485,19,930,NA,209
"08/24/1992",NA,3,9,33,NA,18,NA,875,8,NA,2,1,NA,NA,NA,NA,NA,7,NA,NA,NA,425,17,944,NA,214
"08/31/1992",NA,3,7,33,NA,18,NA,875,9,NA,2,1,NA,NA,NA,NA,NA,8,NA,NA,NA,393,17,943,NA,214
"09/07/1992",NA,3,7,33,NA,18,NA,875,9,NA,2,1,NA,NA,NA,NA,NA,8,NA,NA,NA,393,17,943,NA,214
"09/14/1992",NA,3,9,60,NA,19,NA,886,6,NA,1,2,NA,NA,NA,NA,NA,8,NA,NA,NA,403,16,946,NA,215
"09/21/1992",NA,3,9,62,NA,20,NA,839,6,NA,1,2,NA,NA,NA,NA,NA,8,NA,NA,NA,404,19,952,NA,217
"09/28/1992",NA,3,9,78,NA,22,NA,836,6,NA,1,2,NA,NA,NA,NA,NA,8,NA,NA,NA,395,18,957,NA,236
"10/05/1992",NA,2,9,77,NA,23,NA,797,7,NA,3,1,NA,NA,NA,NA,NA,6,NA,NA,NA,396,19,964,NA,235
"10/12/1992",NA,2,9,77,NA,21,NA,758,8,NA,3,1,NA,NA,NA,NA,NA,7,NA,NA,NA,393,19,964,NA,229
"10/19/1992",NA,3,8,76,NA,21,NA,753,9,NA,2,1,NA,NA,NA,NA,NA,7,NA,NA,NA,392,18,961,NA,237
"10/26/1992",NA,2,6,79,NA,20,NA,747,8,NA,3,1,NA,NA,NA,NA,NA,10,NA,NA,NA,392,18,956,NA,237
"11/02/1992",NA,2,7,88,NA,22,NA,755,8,NA,3,1,NA,NA,NA,NA,NA,9,NA,NA,NA,394,18,960,NA,248
"11/09/1992",NA,2,8,84,NA,20,NA,759,9,NA,3,1,NA,NA,NA,NA,NA,5,NA,NA,NA,394,18,483,NA,249
"11/16/1992",NA,3,8,83,NA,20,NA,763,9,NA,2,1,NA,NA,NA,NA,NA,7,NA,NA,NA,312,18,492,NA,252
"11/23/1992",NA,3,8,84,NA,20,NA,759,9,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,314,18,489,NA,300
"11/30/1992",NA,3,8,84,NA,20,NA,759,9,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,314,18,487,NA,301
"12/07/1992",NA,3,8,84,NA,20,NA,774,9,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,315,18,491,NA,291
"12/14/1992",NA,3,8,84,NA,20,NA,774,9,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,315,18,493,NA,255
"12/21/1992",NA,3,8,84,NA,20,NA,769,9,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,275,18,483,NA,243
"12/28/1992",NA,3,8,84,NA,20,NA,769,9,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,275,18,483,NA,243
"01/04/1993",NA,3,8,84,NA,20,NA,769,9,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,275,18,483,NA,243
"01/11/1993",NA,3,8,85,NA,20,NA,770,9,NA,2,1,NA,NA,NA,NA,NA,4,NA,NA,NA,235,18,484,NA,224
"01/18/1993",NA,3,8,88,NA,20,NA,772,9,NA,2,1,NA,NA,NA,NA,NA,4,NA,NA,NA,235,18,485,NA,217
"01/25/1993",NA,3,8,88,NA,20,NA,772,9,NA,2,1,NA,NA,NA,NA,NA,4,NA,NA,NA,235,18,485,NA,217
"02/01/1993",NA,2,8,90,NA,28,NA,776,9,NA,3,1,NA,NA,NA,NA,NA,4,NA,NA,NA,238,18,488,NA,224
"02/08/1993",NA,2,9,83,NA,29,NA,743,8,NA,3,1,NA,NA,NA,NA,NA,4,NA,NA,NA,248,16,484,NA,224
"02/15/1993",NA,2,9,131,NA,33,NA,748,8,NA,3,1,NA,NA,NA,NA,NA,4,NA,NA,NA,245,15,489,NA,222
"02/22/1993",NA,2,9,132,NA,36,NA,748,8,NA,3,1,NA,NA,NA,NA,NA,4,NA,NA,NA,245,15,489,NA,215
"03/01/1993",NA,2,9,131,NA,38,NA,750,8,NA,3,1,NA,NA,NA,NA,NA,4,NA,NA,NA,248,14,482,NA,215
"03/08/1993",NA,2,9,138,NA,35,NA,762,8,NA,3,1,NA,NA,NA,NA,NA,4,NA,NA,NA,252,14,492,NA,205
"03/15/1993",NA,2,9,138,NA,35,NA,762,8,NA,3,1,NA,NA,NA,NA,NA,4,NA,NA,NA,252,14,492,NA,205
"03/22/1993",NA,2,8,147,NA,39,NA,739,7,NA,3,1,NA,NA,NA,NA,NA,4,NA,NA,NA,253,15,491,NA,205
"03/29/1993",NA,2,8,147,NA,39,NA,739,7,NA,3,1,NA,NA,NA,NA,NA,4,NA,NA,NA,253,15,491,NA,205
"04/05/1993",NA,2,9,148,NA,38,NA,748,7,NA,3,1,NA,NA,NA,NA,NA,4,NA,NA,NA,253,15,495,NA,204
"04/12/1993",NA,1,8,155,NA,39,NA,745,7,NA,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,178,12,494,NA,203
"04/19/1993",NA,1,8,156,NA,38,NA,771,7,NA,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,175,12,377,NA,203
"04/26/1993",NA,1,8,154,NA,38,NA,811,7,NA,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,175,18,380,NA,184
"05/03/1993",NA,1,7,170,NA,38,NA,844,8,NA,3,2,NA,NA,NA,529,NA,4,NA,NA,NA,177,18,383,NA,174
"05/10/1993",NA,1,7,172,NA,49,NA,842,8,NA,3,2,NA,NA,NA,526,NA,4,NA,NA,NA,170,16,381,NA,179
"05/17/1993",NA,1,7,169,NA,50,NA,845,8,NA,3,2,847,NA,NA,537,NA,4,NA,NA,NA,167,16,384,NA,177
"05/24/1993",NA,1,7,171,NA,49,NA,845,8,NA,3,2,847,NA,NA,537,NA,4,NA,NA,NA,170,16,380,NA,178
"05/31/1993",NA,1,7,171,NA,49,NA,845,8,NA,3,2,847,NA,NA,537,NA,4,NA,NA,NA,170,16,380,NA,178
"06/07/1993",NA,1,7,175,NA,50,NA,855,13,NA,3,2,857,NA,NA,547,NA,4,NA,NA,NA,156,15,384,NA,181
"06/14/1993",NA,1,7,173,NA,65,NA,852,13,NA,3,2,855,NA,NA,552,NA,4,NA,NA,NA,155,15,385,NA,181
"06/21/1993",NA,1,7,170,NA,65,NA,852,13,NA,3,2,854,NA,NA,555,NA,4,NA,NA,NA,152,14,383,NA,178
"06/28/1993",NA,1,7,170,NA,65,NA,852,13,NA,3,2,854,NA,NA,555,NA,4,NA,NA,NA,152,14,383,NA,178
"07/05/1993",NA,1,6,169,NA,144,NA,857,22,NA,3,2,859,NA,NA,550,NA,4,NA,NA,NA,149,13,380,NA,153
"07/12/1993",NA,1,6,170,NA,141,NA,864,22,NA,3,2,866,NA,NA,559,NA,4,NA,NA,NA,162,14,396,NA,149
"07/19/1993",NA,1,6,171,NA,144,NA,907,21,NA,3,2,847,NA,NA,560,NA,4,NA,NA,NA,163,14,403,NA,127
"07/26/1993",NA,1,7,170,NA,181,NA,908,31,NA,3,2,853,NA,NA,563,NA,4,NA,NA,NA,158,13,401,NA,129
"08/02/1993",NA,1,7,168,NA,177,NA,912,27,NA,3,2,856,NA,NA,560,NA,4,NA,NA,NA,160,13,396,NA,130
"08/09/1993",NA,1,7,190,NA,180,NA,969,28,NA,3,2,862,NA,NA,569,NA,4,NA,NA,NA,161,13,396,NA,140
"08/16/1993",NA,1,11,187,NA,179,NA,994,22,NA,3,2,886,NA,NA,575,NA,4,NA,NA,NA,152,13,396,NA,139
"08/23/1993",NA,2,13,249,NA,198,NA,993,16,NA,3,1,886,NA,NA,562,NA,4,NA,NA,NA,148,12,379,NA,84
"08/30/1993",NA,2,13,278,NA,197,NA,994,16,NA,3,1,886,NA,NA,558,NA,4,NA,NA,NA,145,12,384,NA,84
"09/06/1993",NA,2,13,278,NA,197,NA,994,16,NA,3,1,886,NA,NA,558,NA,4,NA,NA,NA,145,12,384,NA,84
"09/13/1993",NA,1,15,317,NA,258,NA,998,20,NA,5,2,883,NA,NA,324,NA,3,NA,NA,NA,134,13,387,NA,87
"09/20/1993",NA,1,15,317,NA,264,NA,1054,21,NA,5,2,651,NA,NA,326,NA,3,NA,NA,NA,129,12,397,NA,88
"09/27/1993",NA,1,15,314,NA,267,NA,1039,21,NA,5,2,645,NA,NA,322,NA,3,NA,NA,NA,131,12,395,NA,88
"10/04/1993",NA,1,15,310,NA,265,NA,1081,21,NA,3,2,640,NA,NA,318,NA,5,NA,NA,NA,128,11,391,NA,86
"10/11/1993",NA,1,18,313,NA,407,NA,1120,23,NA,6,2,661,NA,NA,317,NA,3,NA,NA,NA,127,9,393,NA,78
"10/18/1993",NA,1,18,348,NA,413,NA,1136,24,NA,6,2,665,NA,NA,315,NA,3,NA,NA,NA,127,9,397,NA,69
"10/25/1993",NA,1,18,355,NA,421,NA,1140,24,NA,6,2,678,NA,NA,318,NA,3,NA,NA,NA,109,9,405,NA,69
"11/01/1993",NA,1,19,353,NA,422,NA,1141,23,NA,6,2,674,NA,NA,317,NA,4,NA,NA,NA,103,9,402,NA,57
"11/08/1993",NA,1,18,353,NA,587,NA,1148,25,NA,5,2,673,NA,NA,318,NA,7,NA,NA,NA,105,10,560,NA,57
"11/15/1993",NA,1,19,362,NA,NA,NA,1114,24,NA,5,2,661,NA,NA,325,NA,11,NA,NA,NA,104,9,548,NA,57
"11/22/1993",NA,1,19,366,NA,NA,NA,1125,24,NA,5,3,665,NA,NA,326,NA,11,NA,NA,NA,104,9,549,NA,57
"11/29/1993",NA,1,19,363,NA,NA,NA,1131,24,NA,5,3,674,NA,NA,328,NA,11,NA,NA,NA,98,9,555,NA,57
"12/06/1993",NA,1,19,372,NA,NA,NA,1124,24,NA,5,3,675,NA,NA,333,NA,11,NA,NA,NA,98,9,564,NA,59
"12/13/1993",NA,1,19,374,NA,NA,NA,1124,24,NA,5,3,674,NA,NA,333,NA,11,NA,NA,NA,99,9,564,NA,66
"12/20/1993",NA,1,19,370,NA,NA,NA,1120,24,NA,5,3,670,NA,NA,330,NA,11,NA,NA,NA,102,9,562,NA,66
"12/27/1993",NA,1,19,370,NA,NA,NA,1120,24,NA,5,3,670,NA,NA,330,NA,11,NA,NA,NA,102,9,562,NA,66
"01/03/1994",NA,1,19,370,NA,NA,NA,1120,24,NA,5,3,670,NA,NA,330,NA,11,NA,NA,NA,102,9,562,NA,66
"01/10/1994",NA,1,20,368,NA,NA,NA,1123,24,NA,4,3,671,NA,NA,325,NA,12,NA,NA,NA,58,9,564,NA,52
"01/17/1994",NA,1,17,368,NA,NA,NA,1123,23,NA,4,3,671,NA,NA,322,NA,13,NA,NA,NA,60,10,563,NA,54
"01/24/1994",NA,1,17,368,NA,NA,NA,1123,23,NA,4,3,671,NA,NA,322,NA,13,NA,NA,NA,60,10,563,NA,54
"01/31/1994",NA,1,16,368,NA,NA,NA,1121,24,NA,5,3,664,NA,NA,233,NA,13,NA,NA,NA,61,10,560,NA,52
"02/07/1994",NA,1,15,1015,NA,NA,NA,1157,31,NA,5,3,663,NA,NA,232,NA,13,NA,NA,NA,61,11,558,NA,49
"02/14/1994",NA,1,15,1017,NA,NA,NA,1158,32,NA,5,3,665,NA,NA,231,NA,14,NA,NA,NA,59,12,554,NA,53
"02/21/1994",NA,1,19,971,NA,NA,NA,1157,32,NA,3,2,661,NA,NA,234,NA,13,NA,NA,NA,51,11,553,NA,53
"02/28/1994",NA,1,19,1013,NA,1183,NA,1152,31,NA,4,3,659,NA,NA,231,NA,13,NA,NA,NA,45,11,553,NA,49
